	SRR12823315	SRR12823316	SRR12823317	SRR12823318	SRR12823319	SRR12823320	SRR12823321	SRR12823322	SRR12823323	SRR12823324	SRR12823325	SRR12823326	SRR12823327	SRR12823328	SRR12823329	SRR12823330	SRR12823331	SRR12823332	SRR12823333	SRR12823334	SRR12823335	SRR12823336	SRR12823337	SRR12823338	SRR12823339	SRR12823340	SRR12823341	SRR12823342	SRR12823343	SRR12823344	SRR12823345	SRR12823346	SRR12823347	SRR12823348	SRR12823349	SRR12823350	SRR12823351	SRR12823352	SRR12823353	SRR12823354	SRR12823355	SRR12823356	SRR12823357	SRR12823358	SRR12823359	SRR12823360	SRR12823361	SRR12823362	SRR12823363	SRR12823364	SRR12823365	SRR12823366	SRR12823367	SRR12823368	SRR12823369	SRR12823370	SRR12823371	SRR12823372	SRR12823373	SRR12823374	SRR12823375	SRR12823376	SRR12823377	SRR12823378	SRR12823379	SRR12823380	SRR12823381	SRR12823382	SRR12823383	SRR12823384	SRR12823385	SRR12823386	SRR12823387	SRR12823388	SRR12823389	SRR12823390	SRR12823391	SRR12823392	SRR12823393	SRR12823394	SRR12823395	SRR12823396	SRR12823397	SRR12823398	SRR12823399	SRR12823400	SRR12823401	SRR12823402	SRR12823403	SRR12823404	SRR12823405	SRR12823406	SRR12823407	SRR12823408	SRR12823409	SRR12823410	SRR12823411	SRR12823412	SRR12823413	SRR12823414	SRR12823415	SRR12823416	SRR12823417	SRR12823418	SRR12823419	SRR12823420	SRR12823421	SRR12823423	SRR12823424	SRR12823425	SRR12823426	SRR12823427	SRR12823428	SRR12823429	SRR12823430	SRR12823431	SRR12823432	SRR12823433	SRR12823434	SRR12823435	SRR12823436	SRR12823437	SRR12823438	SRR12823439	SRR12823440	SRR12823441	Kingdom	Phylum	Class	Order	Family	Genus	Species
seq31	502	0	0	78	63	0	0	2819	0	2202	394	0	72	0	11	0	0	2	0	4	0	0	0	54	0	240	0	0	0	0	0	62	20	27	746	0	0	0	0	11	141	72	0	0	0	68	4	0	0	0	0	0	10	5	0	50	1147	2	0	246	332	0	43	186	9	929	0	0	0	0	67	0	94	0	203	0	9	965	0	0	5	0	0	0	0	0	0	7	0	0	164	0	185	0	60	7	0	0	0	17	972	1504	3	0	1151	4	0	481	0	176	0	0	313	49	14	25	0	755	430	64	0	4	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	
seq32	1363	0	0	317	406	0	0	941	0	821	64	494	15	0	0	35	4	114	0	13	0	0	51	2	0	12	0	0	0	0	0	354	24	9	117	0	17	5	7	9	491	121	0	0	0	50	673	108	0	0	0	0	71	0	0	45	44	89	0	3351	630	3	260	2790	53	486	0	18	0	1	20	94	0	317	261	0	36	217	0	0	4	0	0	46	0	0	0	0	23	28	125	0	190	0	21	22	2	26	114	1	3	5	0	0	224	0	0	468	36	160	0	0	312	41	0	551	0	49	8	80	0	40	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	cinerea/meningitidis/subflava
seq33	93	0	0	0	286	48	562	205	393	110	10	195	93	0	123	377	247	589	0	4	0	0	337	34	0	1207	19	0	0	0	10	62	21	6	566	41	30	0	0	19	117	38	461	937	428	100	59	0	0	0	0	0	699	5	3	656	302	16	0	1025	0	0	70	771	17	170	0	339	0	8	212	109	1	35	44	0	10	53	0	0	81	0	1	41	0	0	0	0	75	54	38	0	116	0	110	99	41	151	38	18	0	0	0	0	2039	0	0	736	51	115	0	0	215	9	2	138	0	351	719	148	83	107	0	0	0	5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
seq34	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	119	0	0	0	0	0	6	13669	0	0	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	17	0	1	0	0	0	0	0	0	0	15	0	13	0	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3170	0	0	0	0	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae		
seq35	0	0	8	21	2	0	39	0	53	10	9	0	0	0	557	0	0	128	0	0	0	6	0	11	0	81	0	0	755	58	57	382	332	47	0	955	55	0	0	896	20	0	0	1	0	57	24	0	0	0	0	0	23	0	926	2341	0	69	0	16	34	0	32	15	85	10	0	20	118	21	131	27	0	88	340	117	551	17	0	1763	35	0	0	64	15	0	4	0	961	38	233	10	232	100	360	324	1364	13	3	12	10	25	0	0	0	72	0	6	0	0	22	0	16	0	44	74	0	112	9	195	874	389	68	4	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	baumannii/bouvetii/haemolyticus/johnsonii/junii/lwoffii/oleivorans/oryzae/schindleri
seq36	0	0	0	10	5	0	36	3	0	0	0	1026	4	0	14	0	0	0	0	5807	0	11	0	0	0	0	0	3	4	0	1	0	0	0	0	16	0	0	0	0	0	3421	0	0	0	4	0	0	0	648	613	732	0	3	0	0	0	4	0	31	12	9	565	0	0	9	0	4	0	0	8	0	0	4	64	0	0	0	15	63	0	46	0	3	12	17	11	0	17	44	0	0	29	180	0	0	6	3	0	6	0	0	0	2869	0	0	0	0	57	0	0	3	0	0	6	12	0	18	0	0	14	7	0	0	0	2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	insidiosa/pickettii/solanacearum/syzygii
seq37	34	0	0	0	0	227	6354	129	972	137	1484	0	0	0	0	0	0	0	20	18	0	10	0	0	0	0	0	0	0	0	27	590	400	0	0	5	0	0	0	0	15	5	0	0	117	10	0	0	0	0	0	0	0	0	39	81	0	0	0	0	1923	1052	14	17	13	1237	0	15	52	17	1	4	0	0	0	0	280	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	345	0	0	0	0	9	7	609	0	0	0	16	0	0	0	12	0	0	0	12	22	22	0	14	0	0	0	0	0	0	0	0	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast			
seq38	248	0	0	64	138	4	96	326	157	381	30	1062	52	0	20	294	107	306	576	9	0	546	250	0	0	5	870	1	0	0	24	248	29	0	1326	44	13	0	0	4	41	81	100	106	77	86	196	126	0	0	0	0	0	0	0	19	673	6	8	259	203	7	298	371	196	408	4	682	0	0	37	21	0	16	1	23	20	6	6	0	3	0	0	7	0	0	0	0	57	51	106	0	179	33	123	12	6	26	211	438	19	17	0	0	703	317	0	225	0	49	634	95	108	14	15	406	0	304	182	110	28	62	12	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	haemolyticus
seq39	3	95	0	23	23	108	598	12	410	49	31	10	51	6	99	5	39	221	15	1639	0	0	27	48	0	266	4	5	25	4	22	1275	314	4	12	0	7	11	0	79	71	0	20	0	16	56	44	91	0	0	0	0	5	0	20	9	15	0	23	11	91	11	11	94	15	42	0	5	0	0	0	410	4	6	0	687	52	69	0	105	12	77	0	30	0	16	0	0	196	171	22	0	25	875	29	5	23	3	49	9	65	212	14	8	20	101	2	36	0	5	94	8	23	49	108	737	0	136	7	3	24	412	4308	219	56	5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	aerosaccus
seq40	0	0	0	0	0	135	491	0	787	0	0	0	18	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	35	0	93	51	33	0	0	2906	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	91	0	0	498	0	3	9	38	0	81	0	4	30	7	0	0	3	0	1	10	0	0	0	0	12	0	86	0	164	0	114	0	0	0	0	22	0	0	0	0	207	274	0	221	0	0	161	8185	3	0	307	0	0	0	0	17	504	25	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	flava/meningitidis/mucosa/pharyngis/sicca
seq41	165	9	0	7	93	0	0	10	15	10	0	0	0	0	0	13	0	0	0	0	0	0	27	0	0	191	0	0	0	2	4	33	9	4	60	31	26	1	0	26	131	15	0	39	8	0	0	127	0	1	0	0	0	1	0	0	499	64	34	4177	474	18	17	3311	119	776	0	242	0	61	0	11	0	1132	24	0	30	0	0	0	291	0	0	138	0	0	22	0	37	0	371	0	9	0	254	0	0	0	151	0	0	0	0	0	42	21	0	64	0	189	0	0	601	59	0	5	0	14	125	31	35	198	2	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	
seq42	3	0	0	0	7	0	0	0	0	8	0	3808	84	0	57	395	215	261	0	63	0	8	308	0	0	90	77	19	0	0	0	10	0	11	916	137	0	0	0	7	836	14	0	14	57	0	883	28	0	0	0	0	473	0	5	532	0	0	0	47	0	0	1317	13	36	38	0	17	0	0	1130	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	102	0	32	0	0	0	0	933	2	20	0	4	0	0	0	24	32	56	0	0	186	3	0	15	0	0	557	51	35	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	
seq43	10	40	0	160	8	139	59	7	66	2	63	0	35	0	43	0	8	7	7	47	0	97	61	36	0	56	0	84	113	19	7	185	22	34	13	86	6	0	0	9	0	0	364	18	0	0	0	105	43	1206	2677	3137	2	0	0	0	17	38	11	95	359	28	3	0	0	0	5	10	160	9	12	11	11	4	78	134	8	0	44	132	0	238	19	45	2	6	62	19	105	618	0	0	55	325	250	100	34	6	166	93	0	13	2	31	135	33	0	12	3	0	4	32	0	22	29	213	0	47	16	89	595	8	0	16	79	37	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	
seq44	88	0	0	72	112	20	173	93	145	103	47	64	212	3	13	206	9	1169	4	100	0	24	51	0	0	151	6	0	43	0	40	395	226	17	837	935	10	2	0	76	6	8	102	76	54	210	282	168	0	0	0	0	0	3	0	166	238	26	34	200	31	14	86	165	53	83	13	179	30	5	17	956	7	106	206	29	32	12	0	0	0	0	0	61	0	0	0	0	99	12	142	0	142	60	110	203	207	594	20	54	25	59	3	5	183	106	0	80	11	46	106	263	25	11	67	943	0	228	44	22	35	188	37	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	cristatus/sanguinis
seq45	0	84	0	0	0	2	0	0	0	0	0	0	0	0	0	0	253	0	0	36	0	18	2	783	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	1712	0	0	13	8	1819	6	0	0	0	0	0	0	0	6	0	0	85	0	0	0	43	0	0	0	0	4586	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2806	40	57	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus	
seq46	62	42	0	90	608	0	27	0	0	0	0	0	0	39	6	2	12	95	145	0	0	1118	12	50	0	92	75	45	0	0	0	12	0	0	0	0	0	11	0	12	109	38	92	40	26	13	0	0	0	0	102	0	26	7	0	1222	67	36	1480	243	16	0	10	153	944	178	0	156	0	0	0	0	5	0	0	40	9	21	0	14	0	0	0	0	0	0	0	0	63	0	0	0	0	193	146	9	0	0	0	726	181	1530	12	0	137	514	0	13	0	0	1042	143	15	0	0	87	0	0	0	0	0	0	0	7	0	0	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	acnes
seq47	51	0	0	0	40	0	15	273	25	316	39	329	72	0	0	10	0	121	10	52	0	51	35	0	0	128	0	0	0	0	19	36	6	0	0	89	5	0	0	5	1472	0	511	2006	2099	51	169	57	0	0	0	0	491	0	6	487	9	0	15	0	0	40	192	55	24	27	2	82	0	0	6	65	0	200	84	31	64	255	0	2	0	0	0	48	0	0	0	6	13	26	110	0	16	96	67	65	66	79	16	19	2	25	0	0	240	13	0	351	97	22	104	386	43	3	18	105	0	11	52	16	18	42	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	parainfluenzae
seq48	0	0	0	0	0	0	0	0	3	14	0	305	0	0	42	0	0	134	418	28	0	64	22	22	0	73	0	0	0	0	0	30	46	0	0	0	0	0	0	0	0	0	96	241	1484	0	8	7	0	0	0	0	1574	1	0	1246	486	0	0	0	9	0	316	2	5	23	5	5	0	0	0	0	0	0	0	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	160	235	981	0	1	2723	327	0	0	5	7	0	10	47	132	5	17	151	56	0	13	0	61	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	
seq49	28	0	0	0	82	0	0	4761	0	3939	543	6	3	0	17	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	547	0	0	21	1249	0	0	51	41	0	0	0	4	0	0	0	3	0	15	0	0	0	0	0	0	0	0	0	0	28	55	0	0	24	18	0	0	0	0	0	0	8	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	flavescens/perflava
seq50	0	16	11	0	0	0	0	0	0	0	0	0	313	278	0	0	0	0	1392	0	0	567	0	13	0	485	3064	0	0	7	0	0	0	42	0	0	0	0	0	35	67	0	0	0	0	610	0	25	0	0	0	0	0	4	0	0	130	0	216	8	94	29	23	5	722	62	16	702	10	5	89	0	0	359	62	0	0	0	0	4	62	0	0	38	0	0	0	0	37	0	81	0	21	0	0	0	0	0	0	917	0	0	0	0	0	105	0	0	0	0	82	18	0	0	0	0	3	0	0	72	0	25	0	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	
seq51	331	9	0	173	123	100	37	40	125	146	33	52	181	24	4	309	80	0	6	22	0	4	266	41	0	110	0	0	0	0	0	0	43	8	1150	4	2	10	0	0	19	4	31	77	97	159	413	76	0	0	0	0	18	0	0	34	216	0	12	16	105	0	160	39	3	42	7	37	0	61	8	5	0	35	0	0	16	100	0	0	348	0	0	0	0	0	0	12	6	0	67	0	20	0	9	10	3	2	0	0	2143	1278	31	5	214	23	0	605	37	184	23	49	58	33	0	29	0	116	281	3	0	19	0	0	0	3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	australis/sanguinis
seq52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8992	0	16	1387	0	5	0	0	0	6	0	34	41	7	0	0	0	0	0	0	0	0	0	0	0	25	11	0	0	0	5	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	14	77	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast			
seq53	1694	0	0	767	4429	19	0	214	18	104	50	53	8	0	13	0	0	40	75	0	0	96	0	0	0	0	0	0	13	0	5	0	3	17	4	10	17	0	0	221	0	42	0	0	0	0	32	0	0	0	0	0	3	0	0	10	106	12	0	1035	16	0	7	82	4	67	0	0	17	0	0	0	0	3	0	0	5	0	0	74	0	0	0	0	0	0	0	0	133	10	32	0	0	0	52	11	0	16	0	0	0	0	0	0	0	47	0	13	0	75	60	182	209	7	13	0	0	0	16	248	8	37	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	catarrhalis/nonliquefaciens
seq54	62	0	0	65	57	0	209	492	441	404	108	0	0	0	6	378	180	64	3	151	0	0	291	27	0	54	104	0	0	0	19	58	58	19	1009	796	7	0	0	20	0	18	154	654	728	0	56	0	0	0	0	0	0	0	0	4	3	21	0	57	23	0	10	50	19	31	2	91	3	5	9	146	0	18	0	9	0	227	0	56	8	0	0	3	0	0	0	24	22	7	78	0	68	0	12	106	112	367	0	50	9	109	0	10	171	84	0	160	219	23	124	416	28	4	32	71	0	68	535	34	19	23	0	0	0	0	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	parvula/rogosae/tobetsuensis
seq55	0	0	0	0	6	0	0	0	0	0	0	4194	0	0	0	226	70	0	0	0	0	12	200	26	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	692	7	0	723	0	0	2539	490	3	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	93	0	12	0	12	110	57	46	6	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	
seq56	48	0	0	0	62	21	195	60	166	41	0	16	302	0	89	0	0	709	0	0	0	0	14	0	0	0	0	0	0	0	0	8	0	0	267	19	0	0	0	6	31	0	0	0	0	200	104	109	0	0	0	0	538	0	0	397	590	4	0	629	751	5	21	429	32	392	0	34	0	16	9	166	0	16	69	0	25	16	0	0	68	0	0	4	0	0	0	0	48	190	77	0	13	0	33	12	10	20	123	6	265	524	0	7	1001	0	0	331	0	65	0	0	102	3	0	28	0	0	209	0	0	8	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
seq57	0	15	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4	30	0	18	0	0	0	0	0	827	0	5	0	0	62	0	0	0	0	0	1910	0	0	0	0	0	0	0	4	0	0	0	0	0	0	161	0	0	0	0	57	0	0	0	0	0	22	0	2	22	0	0	0	0	0	5	0	18	0	0	26	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	11	0	16	6092	10	57	27	0	8	0	0	28	8	0	10	0	2	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Peptoniphilus	rhinitidis
seq58	0	8	7	0	0	0	11	4	0	8	7	15	3	0	531	0	0	120	1	0	0	3	2	8	0	147	0	0	315	50	23	221	309	26	0	154	5	0	0	168	10	0	0	0	0	33	19	22	0	0	0	0	7	0	148	754	6	71	9	5	7	0	3	36	19	4	0	116	61	7	54	9	0	20	35	35	148	26	0	839	10	0	0	34	0	0	4	6	330	65	57	0	120	39	177	604	1513	13	0	0	99	863	2	0	0	51	0	3	0	2	23	19	32	0	26	30	0	64	4	54	341	182	13	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	bouvetii/haemolyticus/johnsonii/lwoffii
seq59	0	0	0	0	47	0	97	401	156	461	57	0	16	0	24	1676	746	102	161	56	0	96	2331	0	0	35	30	4	9	0	2	0	32	0	20	72	2	0	0	16	13	6	0	0	0	9	520	0	0	0	0	0	13	0	0	16	214	0	30	140	57	82	20	275	27	178	0	28	0	0	0	0	0	48	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	42	0	8	0	12	26	26	0	2	49	7	23	0	0	0	13	0	0	16	35	31	0	40	2	2	68	0	123	46	10	210	20	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	parainfluenzae
seq60	1	0	0	0	17	0	36	198	5	99	0	30	177	0	5	507	75	327	8	162	0	0	140	0	0	149	0	0	0	0	21	152	115	1	245	2805	0	9	0	68	0	0	6	85	123	99	59	39	0	0	0	0	7	2	0	22	78	8	22	180	0	0	32	434	10	12	5	47	6	0	0	141	0	38	58	0	25	0	0	36	1	0	0	0	0	0	0	0	30	0	50	2	0	0	127	18	44	11	0	14	13	22	0	0	181	19	0	42	0	19	13	1203	26	3	14	188	0	87	7	4	39	27	7	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	mirabilis
seq61	0	34	0	83	0	10	356	11	32	3	0	0	0	0	0	0	0	0	6	13	0	0	7	11	1	0	0	0	20	0	23	40	37	49	253	2109	0	5	0	41	0	10	0	31	0	6	57	235	0	0	0	0	0	0	2	0	9	59	5	154	0	0	0	76	67	25	0	119	0	0	9	222	11	226	97	9	38	0	0	1	9	0	0	63	0	0	0	0	67	28	214	0	95	0	263	137	98	454	7	40	15	211	0	0	44	235	0	6	0	5	356	1119	9	10	16	184	0	68	92	45	133	52	2	0	9	6	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	dispar/parvula
seq62	14	2	0	0	103	136	474	214	2840	247	69	228	94	0	0	4	1	46	77	24	0	71	53	0	0	16	0	0	0	0	0	23	0	0	860	15	0	0	0	0	0	2	17	347	328	40	22	0	0	0	0	0	0	0	0	11	20	0	27	35	0	22	81	109	11	24	0	50	0	0	0	0	0	0	0	11	0	81	0	0	0	0	0	0	0	0	0	2	0	0	29	0	0	0	49	154	42	0	0	0	0	7	0	0	30	0	0	40	38	78	19	29	159	16	0	47	0	144	554	7	0	15	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	influenzae/parainfluenzae
seq63	2521	0	0	480	513	0	130	6	78	21	0	0	46	0	0	0	0	0	0	22	0	0	0	0	0	93	0	0	0	0	0	17	20	3	1307	83	0	0	0	2	0	0	33	14	31	0	47	49	0	0	0	0	0	0	0	0	45	21	5	117	39	0	17	143	39	28	0	61	0	0	7	78	6	18	172	75	0	0	0	0	0	0	0	7	0	0	0	0	0	12	11	0	15	93	0	27	21	0	0	46	3	16	0	0	167	74	0	69	0	35	62	764	36	31	0	29	0	44	118	9	0	0	6	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	influenzae/parainfluenzae
seq64	0	0	2	0	34	0	36	0	367	0	0	0	0	0	0	17	0	0	0	143	0	0	0	164	0	706	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	61	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	13	0	0	82	0	0	0	352	1286	0	0	604	0	0	0	0	0	0	2625	0	0	90	0	3	0	0	0	0	172	9	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	
seq65	0	27	0	9	0	0	36	0	0	5	4	0	973	0	3	0	0	0	0	3	0	0	7	0	0	0	0	0	2032	0	13	11	41	13	0	412	14	3	0	70	0	0	0	0	0	2625	0	23	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	10	45	0	90	45	30	0	5	0	6	0	18	0	202	16	0	3	0	37	0	200	0	32	0	15	200	45	26	7	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	9	0	0	16	0	10	512	91	0	0	3	0	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	assamensis/palustris
seq66	2385	0	0	250	683	0	0	310	9	250	0	502	0	21	14	125	64	7	0	11	0	0	109	0	0	0	0	0	0	0	0	128	11	5	92	47	0	0	0	3	478	27	14	25	11	29	111	8	0	0	0	0	0	0	0	0	64	4	0	98	39	0	110	14	53	63	0	273	0	0	13	160	0	81	12	0	32	20	0	0	0	0	0	21	0	0	0	0	13	46	21	0	63	0	14	25	4	13	28	47	0	4	0	0	73	134	0	37	22	10	76	48	45	0	0	99	0	0	33	37	96	18	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
seq67	124	0	3	33	512	34	612	13	602	3	0	0	0	0	0	0	0	0	79	0	0	47	0	0	0	0	6	0	0	0	0	0	17	0	28	0	0	0	0	6	0	0	0	2	5	0	59	442	0	0	0	0	28	0	0	280	0	0	13	30	0	4	15	0	0	66	0	197	0	0	72	52	4	0	0	11	0	3	0	0	65	0	0	0	0	0	0	0	62	1539	3	0	21	46	15	1362	6	16	54	31	12	416	0	0	170	9	0	19	0	0	0	78	4	0	0	13	0	3	93	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae		
seq68	4	0	0	50	44	79	71	0	156	2	0	0	0	0	4	339	27	1	0	0	0	0	206	0	0	0	0	0	0	0	37	5	0	9	60	184	0	0	0	13	101	0	192	521	3189	7	0	0	0	0	0	0	0	0	0	0	0	0	0	101	12	0	34	396	7	31	3	2	0	0	12	53	0	1	0	51	0	127	0	0	0	0	0	0	0	0	0	0	10	0	94	0	54	33	40	0	0	0	0	0	11	18	0	0	121	0	0	667	0	4	0	0	23	2	30	32	0	0	31	16	40	36	0	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	mucilaginosa
seq69	3	0	0	0	0	0	0	0	0	0	233	0	0	0	7	0	465	5	0	0	45	4	0	37	0	0	0	1280	0	0	0	0	0	0	0	0	0	0	0	0	0	3115	0	3	0	0	0	0	0	0	0	0	0	1205	429	0	0	25	0	0	0	0	0	3	0	0	50	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae		
seq70	140	8	3	25	40	37	28	27	30	131	26	203	99	22	18	53	25	22	5	49	0	9	112	0	0	209	510	7	1	1	9	58	43	56	399	28	5	0	0	14	99	0	97	191	544	94	237	60	0	0	0	0	15	0	0	6	72	4	25	53	109	99	138	117	134	79	14	55	10	1	71	207	0	267	22	24	3	107	0	0	0	6	0	31	0	0	0	0	8	28	56	0	18	23	0	63	49	204	4	220	7	64	1	3	97	82	0	216	160	21	27	62	23	6	6	89	0	64	110	67	0	48	0	0	0	2	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	odontolyticus
seq71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	9	0	0	0	1695	44	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	31	0	0	0	0	0	396	0	0	81	0	0	290	0	4373	46	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	25	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	aureus/epidermidis
